"code","error","x-global-transaction-id","usage__text_units","usage__text_characters","usage__features","language","keywords__text","keywords__sentiment__score","keywords__sentiment__label","keywords__relevance","keywords__emotion__sadness","keywords__emotion__joy","keywords__emotion__fear","keywords__emotion__disgust","keywords__emotion__anger"
"400","not enough text provided for language detection","683fc2df5a72ce390cabde99","","","","","","","","","","","","",""
"","","","1","35","1","en","","","","","","","","",""
"","","","1","44","1","en","","","","","","","","",""
"","","","1","43","1","en","actual product","-0.715332","negative","0.991608","0.144048","0.061183","0.058817","0.117602","0.105964"
"","","","1","40","1","en","inconsistancies","-0.680355","negative","0.9317","0.164527","0.151539","0.102866","0.072571","0.090183"
"","","","1","98","1","en","applicator","0","neutral","0.955625","0.157982","0.014879","0.042687","0.124199","0.643925"
"","","","1","42","1","en","lip gloss","-0.550767","negative","0.948352","0.243167","0.236904","0.17374","0.163855","0.104379"
"","","","1","49","1","en","","","","","","","","",""
"400","not enough text provided for language detection","683fc2df5a72ce390bceae81","","","","","","","","","","","","",""
"400","not enough text provided for language detection","683fc2df5a72ce390bcea891","","","","","","","","","","","","",""
"400","not enough text provided for language detection","683fc2df5a72ce390bceb1a1","","","","","","","","","","","","",""
"","","","1","18","1","en","DISLIKES","-0.58022","negative","0.971507","0.16937","0.166013","0.105142","0.085598","0.126109"
"","","","1","83","1","en","nonsense","-0.825726","negative","0.94555","0.473907","0.117204","0.069356","0.100665","0.107022"
"","","","1","84","1","en","description","-0.794577","negative","0.910781","0.13161","0.100776","0.08116","0.148223","0.080565"
"","","","1","42","1","en","accurate description","-0.511365","negative","0.967875","0.146779","0.318414","0.102134","0.059868","0.052788"
"","","","1","29","1","en","lips","0.431584","positive","0.94725","0.40785","0.224153","0.186487","0.278939","0.118007"
"","","","1","89","1","en","watery texture","0.659785","positive","0.982508","0.146377","0.426435","0.055551","0.088131","0.120574"
"","","","1","67","1","en","lip gloss","-0.776777","negative","0.987196","0.432592","0.269674","0.108977","0.091235","0.139194"
"","","","1","68","1","en","product","-0.696098","negative","0.908116","0.538446","0.057294","0.057331","0.025379","0.046947"
"","","","1","57","1","en","wierd","0","neutral","0.916556","0.17242","0.305301","0.112333","0.104902","0.100269"
"","","","1","54","1","en","jelly effect","0.512866","positive","0.977339","0.44082","0.112019","0.229234","0.020732","0.052589"
"","","","1","46","1","en","","","","","","","","",""
"","","","1","10","1","en","","","","","","","","",""
"","","","1","20","1","en","","","","","","","","",""
"400","not enough text provided for language detection","0e7fa6da5a72ce3a0ce150f5","","","","","","","","","","","","",""
"","","","1","27","1","en","DOSE","-0.630446","negative","0.998345","","","","",""
"","","","1","66","1","en","lip gloss","-0.755681","negative","0.975309","0.474207","0.149864","0.071339","0.354754","0.091286"
"400","not enough text provided for language detection","0e7fa6da5a72ce3a0ce15175","","","","","","","","","","","","",""
"400","not enough text provided for language detection","0e7fa6da5a72ce3a0ce15115","","","","","","","","","","","","",""
"","","","1","26","1","en","","","","","","","","",""
"","","","1","165","1","en","time","-0.468562","negative","0.920304","0.226753","0.341873","0.127373","0.111051","0.076383"
